code,CoName,S17Nm,S33Nm,ScaleCat,MktNm,MrgnNm
4493,サイバーセキュリティクラウド,情報通信・サービスその他,情報･通信業,-,グロース,貸借
4495,アイキューブドシステムズ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
4496,コマースＯｎｅホールディングス,情報通信・サービスその他,情報･通信業,-,グロース,信用
4498,サイバートラスト,情報通信・サービスその他,情報･通信業,-,グロース,貸借
4499,Ｓｐｅｅｅ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
449A,ステート・ストリート・グローバル・アドバイザーズ株式会社　ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジなし）,その他,その他,-,その他,信用
4502,武田薬品工業,医薬品,医薬品,TOPIX Core30,プライム,貸借
4503,アステラス製薬,医薬品,医薬品,TOPIX Large70,プライム,貸借
4506,住友ファーマ,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4507,塩野義製薬,医薬品,医薬品,TOPIX Large70,プライム,貸借
450A,ステート・ストリート・グローバル・アドバイザーズ株式会社　ステート・ストリート・スパイダー　Ｓ＆Ｐ５００　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,信用
4512,わかもと製薬,医薬品,医薬品,-,スタンダード,貸借
4516,日本新薬,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4519,中外製薬,医薬品,医薬品,TOPIX Large70,プライム,貸借
451A,ステート・ストリート・グローバル・アドバイザーズ株式会社　ステート・ストリート・スパイダー　Ｓ＆Ｐ５００高配当株　ＥＴＦ,その他,その他,-,その他,信用
4521,科研製薬,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4523,エーザイ,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4524,森下仁丹,医薬品,医薬品,-,スタンダード,貸借
4526,理研ビタミン,食品,食料品,TOPIX Small 2,プライム,貸借
4527,ロート製薬,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4528,小野薬品工業,医薬品,医薬品,TOPIX Mid400,プライム,貸借
452A,ブラックロック・ジャパン株式会社　ｉシェアーズ　Ｓ＆Ｐ　５００　プレミアムインカム　ＥＴＦ,その他,その他,-,その他,信用
4531,有機合成薬品工業,素材・化学,化学,-,スタンダード,貸借
4534,持田製薬,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4536,参天製薬,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4538,扶桑薬品工業,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4539,日本ケミファ,医薬品,医薬品,-,スタンダード,信用
453A,ブラックロック・ジャパン株式会社　ｉシェアーズ　米国債２０年超　プレミアムインカム　ＥＴＦ,その他,その他,-,その他,信用
4540,ツムラ,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4543,テルモ,電機・精密,精密機器,TOPIX Large70,プライム,貸借
4544,Ｈ．Ｕ．グループホールディングス,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4547,キッセイ薬品工業,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4548,生化学工業,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4549,栄研化学,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4552,ＪＣＲファーマ,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4553,東和薬品,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4554,富士製薬工業,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4558,中京医薬品,医薬品,医薬品,-,スタンダード,信用
4559,ゼリア新薬工業,医薬品,医薬品,TOPIX Small 1,プライム,貸借
455A,バリューソフトホールディングス,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
4563,アンジェス,医薬品,医薬品,-,グロース,信用
4564,オンコセラピー・サイエンス,医薬品,医薬品,-,グロース,貸借
4565,ネクセラファーマ,医薬品,医薬品,TOPIX Small 1,プライム,貸借
4568,第一三共,医薬品,医薬品,TOPIX Core30,プライム,貸借
4569,杏林製薬,医薬品,医薬品,TOPIX Small 1,プライム,貸借
456A,ＨＵＭＡＮ　ＭＡＤＥ,小売,小売業,-,グロース,貸借
4570,免疫生物研究所,医薬品,医薬品,-,グロース,信用
4571,ＮＡＮＯホールディングス,医薬品,医薬品,-,グロース,信用
4572,カルナバイオサイエンス,医薬品,医薬品,-,グロース,信用
4574,大幸薬品,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4575,キャンバス,医薬品,医薬品,-,グロース,信用
4576,デ・ウエスタン・セラピテクス研究所,医薬品,医薬品,-,グロース,信用
4577,ダイト,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4578,大塚ホールディングス,医薬品,医薬品,TOPIX Large70,プライム,貸借
4579,ラクオリア創薬,医薬品,医薬品,-,グロース,信用
457A,ルリアン,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
4582,シンバイオ製薬,医薬品,医薬品,-,グロース,信用
4583,カイオム・バイオサイエンス,医薬品,医薬品,-,グロース,信用
4584,キッズウェル・バイオ,医薬品,医薬品,-,グロース,信用
4586,メドレックス,医薬品,医薬品,-,グロース,信用
4587,ペプチドリーム,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4588,オンコリスバイオファーマ,医薬品,医薬品,-,グロース,信用
458A,プラン・ドゥ,不動産,不動産業,-,TOKYO PRO MARKET,その他
4591,リボミック,医薬品,医薬品,-,グロース,信用
4592,サンバイオ,医薬品,医薬品,-,グロース,信用
4593,ヘリオス,医薬品,医薬品,-,グロース,貸借
4594,ブライトパス・バイオ,医薬品,医薬品,-,グロース,信用
4595,ミズホメディー,医薬品,医薬品,-,スタンダード,信用
4596,窪田製薬ホールディングス,医薬品,医薬品,-,グロース,信用
4597,ソレイジア・ファーマ,医薬品,医薬品,-,グロース,貸借
4598,Ｄｅｌｔａ−Ｆｌｙ　Ｐｈａｒｍａ,医薬品,医薬品,-,グロース,信用
4599,ステムリム,医薬品,医薬品,-,グロース,信用
459A,シンプレクス・アセット・マネジメント株式会社　野村高利回りＪリート指数ＥＴＦ,その他,その他,-,その他,信用
460A,ＢＲＡＮＵ,情報通信・サービスその他,情報･通信業,-,グロース,信用
4611,大日本塗料,素材・化学,化学,TOPIX Small 2,プライム,貸借
4612,日本ペイントホールディングス,素材・化学,化学,TOPIX Mid400,プライム,貸借
4613,関西ペイント,素材・化学,化学,TOPIX Mid400,プライム,貸借
4615,神東塗料,素材・化学,化学,-,スタンダード,信用
4616,川上塗料,素材・化学,化学,-,スタンダード,信用
4617,中国塗料,素材・化学,化学,TOPIX Small 1,プライム,貸借
4619,日本特殊塗料,素材・化学,化学,-,スタンダード,貸借
461A,三菱ＵＦＪアセットマネジメント株式会社　ＭＡＸＩＳ日本株高配当ＳＭＡＲＴ５０上場投信,その他,その他,-,その他,信用
4620,藤倉化成,素材・化学,化学,TOPIX Small 2,スタンダード,貸借
4623,アサヒペン,素材・化学,化学,-,スタンダード,貸借
4624,イサム塗料,素材・化学,化学,-,スタンダード,信用
4625,アトミクス,素材・化学,化学,-,スタンダード,信用
4626,太陽ホールディングス,素材・化学,化学,TOPIX Mid400,プライム,貸借
4627,ナトコ,素材・化学,化学,-,スタンダード,信用
4628,エスケー化研,素材・化学,化学,-,スタンダード,信用
4629,大伸化学,素材・化学,化学,-,スタンダード,信用
462A,ＦＵＮＤＩＮＮＯ,金融（除く銀行）,証券･商品先物取引業,-,グロース,信用
4631,ＤＩＣ,素材・化学,化学,TOPIX Mid400,プライム,貸借
4633,サカタインクス,素材・化学,化学,TOPIX Small 1,プライム,貸借
4634,ａｒｔｉｅｎｃｅ,素材・化学,化学,TOPIX Small 1,プライム,貸借
4635,東京インキ,素材・化学,化学,-,スタンダード,信用
463A,インテリックスホールディングス,不動産,不動産業,-,スタンダード,貸借
4641,アルプス技研,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4642,オリジナル設計,情報通信・サービスその他,サービス業,-,スタンダード,信用
4644,イマジニア,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4645,市進ホールディングス,情報通信・サービスその他,サービス業,-,スタンダード,信用
464A,ＱＰＳホールディングス,情報通信・サービスその他,情報･通信業,-,グロース,貸借
4650,ＳＤエンターテイメント,情報通信・サービスその他,サービス業,-,スタンダード,信用
4651,サニックスホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
4657,環境管理センター,情報通信・サービスその他,サービス業,-,スタンダード,信用
4658,日本空調サービス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
465A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　日経平均株主還元４０−日本株式　ＥＴＦ,その他,その他,-,その他,信用
4661,オリエンタルランド,情報通信・サービスその他,サービス業,TOPIX Large70,プライム,貸借
4662,フォーカスシステムズ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,信用
4664,アール・エス・シー,情報通信・サービスその他,サービス業,-,スタンダード,信用
4665,ダスキン,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4666,パーク２４,不動産,不動産業,TOPIX Mid400,プライム,貸借
4667,アイサンテクノロジー,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4668,明光ネットワークジャパン,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
466A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　防衛テック　ＥＴＦ,その他,その他,-,その他,信用
4671,ファルコホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,貸借
4673,川崎地質,情報通信・サービスその他,サービス業,-,スタンダード,信用
4674,クレスコ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4676,フジ・メディア・ホールディングス,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,貸借
4678,秀英予備校,情報通信・サービスその他,サービス業,-,スタンダード,貸借
4679,田谷,情報通信・サービスその他,サービス業,-,スタンダード,信用
467A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,信用
4680,ラウンドワン,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4681,リゾートトラスト,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4684,オービック,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,信用
4685,菱友システムズ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4686,ジャストシステム,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
4687,ＴＤＣソフト,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4689,ＬＩＮＥヤフー,情報通信・サービスその他,情報･通信業,TOPIX Large70,プライム,貸借
468A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　米ドル建て投資適格社債　ＥＴＦ,その他,その他,-,その他,信用
4691,ワシントンホテル,情報通信・サービスその他,サービス業,-,スタンダード,信用
4694,ビー・エム・エル,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
469A,フィットクルー,情報通信・サービスその他,サービス業,-,グロース,信用
4704,トレンドマイクロ,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,貸借
4705,クリップコーポレーション,情報通信・サービスその他,サービス業,-,スタンダード,信用
4707,キタック,情報通信・サービスその他,サービス業,-,スタンダード,信用
4709,ＩＤホールディングス,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
470A,ローカル,小売,小売業,-,TOKYO PRO MARKET,その他
4712,ＫｅｙＨｏｌｄｅｒ,情報通信・サービスその他,サービス業,-,スタンダード,貸借
4714,リソー教育グループ,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4716,日本オラクル,情報通信・サービスその他,情報･通信業,TOPIX Mid400,スタンダード,貸借
4718,早稲田アカデミー,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4719,アルファシステムズ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
471A,ＮＳグループ,金融（除く銀行）,その他金融業,TOPIX Small 2,プライム,信用
4720,城南進学研究社,情報通信・サービスその他,サービス業,-,スタンダード,信用
4722,フューチャー,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4728,トーセ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
472A,ミラティブ,情報通信・サービスその他,情報･通信業,-,グロース,信用
4732,ユー・エス・エス,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4733,オービックビジネスコンサルタント,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,信用
4735,京進,情報通信・サービスその他,サービス業,-,スタンダード,信用
4736,日本ラッド,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
473A,ニッセイアセットマネジメント株式会社　ニッセイＥＴＦ　日経２２５インデックス,その他,その他,-,その他,信用
4743,アイティフォー,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4746,東計電算,情報通信・サービスその他,情報･通信業,TOPIX Small 2,スタンダード,貸借
4750,ダイサン,情報通信・サービスその他,サービス業,-,スタンダード,貸借
4751,サイバーエージェント,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
4752,昭和システムエンジニアリング,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4754,トスネット,情報通信・サービスその他,サービス業,-,スタンダード,信用
4755,楽天グループ,情報通信・サービスその他,サービス業,TOPIX Mid400,プライム,貸借
475A,ギミック,情報通信・サービスその他,サービス業,-,スタンダード,信用
4760,アルファ,情報通信・サービスその他,サービス業,-,スタンダード,信用
4761,さくらケーシーエス,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4762,エックスネット,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4763,クリーク・アンド・リバー社,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4765,ＳＢＩグローバルアセットマネジメント,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4766,ピーエイ,情報通信・サービスその他,サービス業,-,スタンダード,信用
4767,テー・オー・ダブリュー,情報通信・サービスその他,サービス業,TOPIX Small 2,スタンダード,信用
4768,大塚商会,情報通信・サービスその他,情報･通信業,TOPIX Mid400,プライム,貸借
4769,ＩＣ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
476A,辻・本郷ＩＴコンサルティング,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4771,エフアンドエム,情報通信・サービスその他,サービス業,-,スタンダード,貸借
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,情報通信・サービスその他,情報･通信業,-,グロース,信用
4776,サイボウズ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
4777,ガーラ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
477A,スタートライン,情報通信・サービスその他,サービス業,-,グロース,信用
4783,ＮＣＤ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4784,ＧＭＯインターネット,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,信用
478A,フツパー,情報通信・サービスその他,情報･通信業,-,グロース,信用
4792,山田コンサルティンググループ,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
479A,ＰＲＯＮＩ,情報通信・サービスその他,情報･通信業,-,グロース,信用
4800,オリコン,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4801,セントラルスポーツ,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,信用
4809,パラカ,不動産,不動産業,TOPIX Small 2,プライム,信用
480A,リブ・コンサルティング,情報通信・サービスその他,サービス業,-,グロース,信用
4811,ドリーム・アーツ,情報通信・サービスその他,情報･通信業,-,グロース,信用
4812,電通総研,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
4813,ＡＣＣＥＳＳ,情報通信・サービスその他,情報･通信業,-,プライム,貸借
4814,ネクストウェア,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4816,東映アニメーション,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4819,デジタルガレージ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
481A,ＪＳｅｃｕｒｉｔｙ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
4820,イーエムシステムズ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4825,ウェザーニューズ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
4826,ＣＩＪ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4828,ビジネスエンジニアリング,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
4829,日本エンタープライズ,情報通信・サービスその他,情報･通信業,-,スタンダード,貸借
4832,ＪＦＥシステムズ,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,情報通信・サービスその他,サービス業,-,グロース,信用
4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4839,ＷＯＷＯＷ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
483A,テラテクノロジー,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
4840,トライアイズ,情報通信・サービスその他,サービス業,-,スタンダード,信用
4845,スカラ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,スタンダード,貸借
4847,インテリジェント　ウェイブ,情報通信・サービスその他,情報･通信業,-,プライム,貸借
4848,フルキャストホールディングス,情報通信・サービスその他,サービス業,TOPIX Small 2,プライム,貸借
4849,エン,情報通信・サービスその他,サービス業,TOPIX Small 1,プライム,貸借
484A,ニューズドテック,小売,小売業,-,TOKYO PRO MARKET,その他
485A,パワーエックス,電機・精密,電気機器,-,グロース,信用
486A,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,信用
4875,メディシノバ・インク,医薬品,医薬品,-,スタンダード,信用
487A,野村アセットマネジメント株式会社　ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジなし）連動型上場投信,その他,その他,-,その他,信用
4880,セルソース,医薬品,医薬品,TOPIX Small 2,スタンダード,貸借
4881,ファンペップ,医薬品,医薬品,-,グロース,信用
4882,ペルセウスプロテオミクス,医薬品,医薬品,-,グロース,信用
4883,モダリス,医薬品,医薬品,-,グロース,信用
4884,クリングルファーマ,医薬品,医薬品,-,グロース,信用
4885,室町ケミカル,医薬品,医薬品,-,スタンダード,貸借
4886,あすか製薬ホールディングス,医薬品,医薬品,TOPIX Small 2,プライム,貸借
4887,サワイグループホールディングス,医薬品,医薬品,TOPIX Mid400,プライム,貸借
4888,ステラファーマ,医薬品,医薬品,-,グロース,信用
4889,レナサイエンス,医薬品,医薬品,-,グロース,信用
488A,ブラックロック・ジャパン株式会社　ｉシェアーズ　円高フォーカス　ＥＴＦ,その他,その他,-,その他,信用
4890,坪田ラボ,医薬品,医薬品,-,グロース,信用
4891,ティムス,医薬品,医薬品,-,グロース,信用
4892,サイフューズ,医薬品,医薬品,-,グロース,信用
4893,ノイルイミューン・バイオテック,医薬品,医薬品,-,グロース,貸借
4894,クオリプス,医薬品,医薬品,-,グロース,信用
4896,ケイファーマ,医薬品,医薬品,-,グロース,信用
489A,シンプレクス・アセット・マネジメント株式会社　東証ＲＥＩＴ物流フォーカスＥＴＦ,その他,その他,-,その他,信用
4901,富士フイルムホールディングス,素材・化学,化学,TOPIX Large70,プライム,貸借
4902,コニカミノルタ,電機・精密,電気機器,TOPIX Mid400,プライム,貸借
490A,センス・トラスト,不動産,不動産業,-,TOKYO PRO MARKET,その他
4911,資生堂,素材・化学,化学,TOPIX Mid400,プライム,貸借
4912,ライオン,素材・化学,化学,TOPIX Mid400,プライム,貸借
4914,高砂香料工業,素材・化学,化学,TOPIX Small 1,プライム,貸借
4918,アイビー化粧品,素材・化学,化学,-,スタンダード,信用
4919,ミルボン,素材・化学,化学,TOPIX Small 1,プライム,貸借
491A,ブラックロック・ジャパン株式会社　ｉシェアーズ　Ｓ＆Ｐ　５００　除く金融　ＥＴＦ（為替ヘッジあり）,その他,その他,-,その他,貸借
4920,日本色材工業研究所,素材・化学,化学,-,スタンダード,信用
4922,コーセーホールディングス,素材・化学,化学,TOPIX Mid400,プライム,貸借
4923,コタ,素材・化学,化学,TOPIX Small 2,プライム,貸借
4925,ハーバー研究所,素材・化学,化学,-,スタンダード,貸借
4926,シーボン,素材・化学,化学,-,スタンダード,信用
4927,ポーラ・オルビスホールディングス,素材・化学,化学,TOPIX Mid400,プライム,貸借
4928,ノエビアホールディングス,素材・化学,化学,TOPIX Small 1,プライム,貸借
4929,アジュバンホールディングス,素材・化学,化学,-,スタンダード,貸借
492A,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日本国債　高クーポン（平均残存１０年未満）,その他,その他,-,その他,信用
4931,新日本製薬,素材・化学,化学,TOPIX Small 2,プライム,貸借
4932,アルマード,素材・化学,化学,-,スタンダード,信用
4933,Ｉ−ｎｅ,素材・化学,化学,TOPIX Small 2,プライム,貸借
4934,プレミアアンチエイジング,素材・化学,化学,-,グロース,貸借
4935,リベルタ,素材・化学,化学,-,スタンダード,信用
4936,アクシージア,素材・化学,化学,TOPIX Small 2,スタンダード,貸借
4937,Ｗａｑｏｏ,素材・化学,化学,-,グロース,信用
493A,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日本国債　１−３年,その他,その他,-,その他,信用
494A,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日本国債　３−７年,その他,その他,-,その他,信用
4951,エステー,素材・化学,化学,TOPIX Small 2,プライム,貸借
4956,コニシ,素材・化学,化学,TOPIX Small 2,プライム,貸借
4958,長谷川香料,素材・化学,化学,TOPIX Small 1,プライム,貸借
495A,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日本国債　７−１０年,その他,その他,-,その他,信用
4960,ケミプロ化成,素材・化学,化学,-,スタンダード,貸借
4966,上村工業,素材・化学,化学,-,スタンダード,信用
4967,小林製薬,素材・化学,化学,TOPIX Mid400,プライム,貸借
4968,荒川化学工業,素材・化学,化学,TOPIX Small 2,プライム,貸借
496A,アセットマネジメントＯｎｅ株式会社　Ｏｎｅ　ＥＴＦ　日本国債　１７−２０年,その他,その他,-,その他,信用
4970,東洋合成工業,素材・化学,化学,-,スタンダード,信用
4971,メック,素材・化学,化学,TOPIX Small 1,プライム,貸借
4972,綜研化学,素材・化学,化学,-,スタンダード,信用
4973,日本高純度化学,素材・化学,化学,TOPIX Small 2,プライム,信用
4975,ＪＣＵ,素材・化学,化学,TOPIX Small 1,プライム,貸借
4976,東洋ドライルーブ,素材・化学,化学,-,スタンダード,信用
4977,新田ゼラチン,素材・化学,化学,-,スタンダード,貸借
4978,リプロセル,素材・化学,化学,-,グロース,信用
4979,ＯＡＴアグリオ,素材・化学,化学,TOPIX Small 2,スタンダード,信用
497A,三菱ＵＦＪ証券ホールディングス株式会社　インバウンド消費関連　日本株（ネットリターン）ＥＴＮ,その他,その他,-,その他,信用
4980,デクセリアルズ,素材・化学,化学,TOPIX Mid400,プライム,貸借
4985,アース製薬,素材・化学,化学,TOPIX Small 1,プライム,貸借
498A,三菱ＵＦＪ証券ホールディングス株式会社　防衛・航空宇宙　欧州株（ネットリターン）ＥＴＮ,その他,その他,-,その他,信用
4990,昭和化学工業,素材・化学,化学,-,スタンダード,信用
4992,北興化学工業,素材・化学,化学,TOPIX Small 2,スタンダード,貸借
4994,大成ラミックグループ,素材・化学,化学,TOPIX Small 2,スタンダード,貸借
4996,クミアイ化学工業,素材・化学,化学,TOPIX Small 1,プライム,貸借
4997,日本農薬,素材・化学,化学,TOPIX Small 2,プライム,貸借
4998,フマキラー,素材・化学,化学,-,スタンダード,貸借
499A,三菱ＵＦＪ証券ホールディングス株式会社　ラグジュアリー厳選１０　欧州株（ネットリターン）ＥＴＮ,その他,その他,-,その他,信用
500A,ＴＯブックス,情報通信・サービスその他,情報･通信業,-,スタンダード,信用
5010,日本精蝋,エネルギー資源,石油･石炭製品,-,スタンダード,信用
5011,ニチレキグループ,エネルギー資源,石油･石炭製品,TOPIX Small 2,プライム,貸借
5013,ユシロ,エネルギー資源,石油･石炭製品,TOPIX Small 2,スタンダード,貸借
5015,ビーピー・カストロール,エネルギー資源,石油･石炭製品,-,スタンダード,信用
5016,ＪＸ金属,鉄鋼・非鉄,非鉄金属,TOPIX Mid400,プライム,貸借
5018,ＭＯＲＥＳＣＯ,エネルギー資源,石油･石炭製品,-,スタンダード,貸借
5019,出光興産,エネルギー資源,石油･石炭製品,TOPIX Mid400,プライム,貸借
501A,プレシャスパートナーズ,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
5020,ＥＮＥＯＳホールディングス,エネルギー資源,石油･石炭製品,TOPIX Large70,プライム,貸借
5021,コスモエネルギーホールディングス,エネルギー資源,石油･石炭製品,TOPIX Mid400,プライム,貸借
5025,マーキュリー,情報通信・サービスその他,情報･通信業,-,グロース,信用
5026,トリプルアイズ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5028,セカンドサイトアナリティカ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5029,サークレイス,情報通信・サービスその他,情報･通信業,-,グロース,信用
502A,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社　グローバルＸ　超短期円建て債券　ＥＴＦ,その他,その他,-,その他,信用
5031,モイ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5032,ＡＮＹＣＯＬＯＲ,情報通信・サービスその他,情報･通信業,TOPIX Small 1,プライム,貸借
5033,ヌーラボ,情報通信・サービスその他,情報･通信業,-,グロース,貸借
5034,ｕｎｅｒｒｙ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5035,ＨＯＵＳＥＩ,情報通信・サービスその他,情報･通信業,-,グロース,信用
5036,日本ビジネスシステムズ,情報通信・サービスその他,情報･通信業,TOPIX Small 2,プライム,貸借
5037,フィットワークス,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
5038,ｅＷｅＬＬ,情報通信・サービスその他,情報･通信業,-,グロース,信用
503A,ベルチャイルド,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
504A,イノバセル,医薬品,医薬品,-,グロース,その他
505A,ギークリー,情報通信・サービスその他,サービス業,-,スタンダード,信用
506A,シンカナース,情報通信・サービスその他,サービス業,-,TOKYO PRO MARKET,その他
5071,ヴィス,情報通信・サービスその他,サービス業,-,スタンダード,貸借
5072,アートフォースジャパン,建設・資材,建設業,-,TOKYO PRO MARKET,その他
5074,テスホールディングス,建設・資材,建設業,TOPIX Small 2,プライム,貸借
5076,インフロニア・ホールディングス,建設・資材,建設業,TOPIX Mid400,プライム,貸借
50765,インフロニア・ホールディングス（優先株式）,建設・資材,建設業,-,プライム,信用
5077,ハンズ,建設・資材,建設業,-,TOKYO PRO MARKET,その他
5078,セレコーポレーション,建設・資材,建設業,-,スタンダード,信用
5079,ノバック,建設・資材,建設業,-,スタンダード,信用
507A,デジタル・ナレッジ,情報通信・サービスその他,情報･通信業,-,TOKYO PRO MARKET,その他
509A,グリーンライト・再エネインフラ投資法人,その他,その他,-,その他,信用
5101,横浜ゴム,自動車・輸送機,ゴム製品,TOPIX Mid400,プライム,貸借
